year,country,Real GDP/capita,loggedRGDP,laggedLRGDP,oil production,oil revenue,"TR, % of GDP",total tax revenue,H1,world oil price,total investment ratio,GDP,Total Investment,H2 ,oil rents,oil profit,oil tax revenue,NR tax revenue,H3,PolityIV,population,ResourceCursed
1999,Algeria ,3457.137046,3.538716596,NA,1389,13124838826,29.948,14566879271,0.9,25.89,28.717,48640574567,1693790249,0.9,7.548896126,3671826449,9453012377,5113866895,1.848505753,-3,30765613,1
2000,Algeria ,3541.072037,3.549134762,3.538716596,1433.025287,20773658470,38.272,20969322796,0.99,39.72,25.014,54790245601,2190383209,1.59,12.89652779,7066039252,13707619218,7261703579,1.89,-3,31183660,1
2001,Algeria ,3600.437254,3.556355247,3.549134762,1513.892645,18304742800,34.991,19155723014,0.96,33.13,26.754,54744714396,2046225402,1.24,11.20562605,6134487975,12170254824,6985468190,1.742224643,-3,31592153,1
2002,Algeria ,3754.516275,3.574553991,3.556355247,1617.653051,19711279051,35.449,20120954838,0.98,33.38,30.804,56760288974,1842627223,1.08,11.78842653,6691144964,13020134087,7100820752,1.833609739,-3,31995046,1
2003,Algeria ,3974.175032,3.599246991,3.574553991,1784.043024,24488349068,37.078,25162550843,0.97,37.61,30.337,67863829880,2236998711,1.24,14.20068109,9637126054,14851223014,10311327829,1.44,-3,32403514,1
2004,Algeria ,4091.144235,3.611844791,3.599246991,1844.525034,32731890265,36.024,30737477573,1.06,48.62,33.305,85324998814,2561927603,1.46,16.24454436,13860657282,18871232983,11866244589,1.590329008,2,32831096,1
2005,Algeria ,4273.312751,3.630764679,3.611844791,1956.778085,47854262907,40.739,42041926292,1.14,67,31.334,1.03E+11,3293490408,2.14,21.35086755,22033717071,25820545836,16221380456,1.591760079,2,33288437,1
2006,Algeria ,4282.328231,3.631679952,3.630764679,1967.493451,55694765412,42.814,50104070254,1.11,77.55,29.837,1.17E+11,3922220892,2.6,22.98126193,26894351428,28800413984,21303656270,1.35,2,33777915,1
2007,Algeria ,4359.375748,3.639424304,3.631679952,1967.545052,60176541282,39.834,53766773128,1.12,83.79,34.294,1.35E+11,3935880554,2.44,21.67217864,29252475574,30924065708,22842707420,1.353782857,2,34300076,1
2008,Algeria ,4390.499633,3.642513945,3.639424304,1954.4593,77340968269,47.566,81338189099,0.95,108.42,37.349,1.71E+11,4578454360,2.9,23.20675508,39683711747,37657256522,43680932576,0.862098273,2,34860715,1
2009,Algeria ,4386.038896,3.642072479,3.642513945,1909.814869,48093755943,36.792,50482685799,0.95,68.99,46.959,1.37E+11,2921932748,1.47,15.27411995,20957778816,27135977127,23346708673,1.16,2,35465760,1
2010,Algeria ,4463.394675,3.649665291,3.642072479,1881.051,60074758148,37.212,59988448812,1,87.5,42.328,1.61E+11,3808525531,2.07,17.65349925,28458723961,31616034187,28372414625,1.114323,2,36117637,1
2011,Algeria ,4504.920098,3.653687092,3.649665291,1862.69,80707606571,40.019,80045626544,1.01,118.71,38.572,2.00E+11,5185602440,3.08,20.35409525,40712069447,39995537124,40050089420,0.998637898,2,36819558,1
2012,Algeria ,4564.435017,3.659387028,3.653687092,1875.227169,79899761649,39.109,81760881163,0.98,116.73,41.301,2.09E+11,5061838502,2.83,18.77064063,39241712085,40658049565,41102831598,0.99,2,37565847,1
2013,Algeria ,4596.219627,3.662400773,3.659387028,1762.764822,72027635750,35.786,75062925463,0.96,111.95,44.978,2.10E+11,4663502229,2.49,17.36023569,36413962945,35613672805,39449252658,0.902771799,2,38338562,1
2014,Algeria ,4675.885024,3.669863824,3.662400773,1720.984,63012625742,33.305,71209427981,0.88,100.31,47.511,2.14E+11,4500221474,2.11,15.70887184,33587142400,29425483342,41783944640,0.704229426,2,39113313,1
2015,Algeria ,4759.595242,3.677570022,3.669863824,1797.984,34813254803,30.563,50696171746,0.69,53.05,50.899,1.66E+11,3258891744,1.04,9.129884212,15144134346,19669120457,31027051288,0.63,2,39871528,1
2016,Algeria ,4827.724251,3.683742456,3.677570022,1698.344656,27110628250,28.967,46071751854,0.59,43.73,53.759,1.59E+11,2958557576,0.81,12.41937802,19752908568,7357719683,38714032172,0.190053045,2,40606052,1
1999,Angola,2101.945334,3.322621417,3.683742456,745,7039600378,50.304,3095166357,2.27,25.89,28.796,6152922943,213672834.5,0.9,47.41042296,2917126792,4122473586,-1027307229,-4.012892609,-3,15949766,1
2000,Angola,2100.572383,3.322337651,3.322621417,746.1131126,10815928457,52.42,4785733604,2.26,39.72,15.053,9129594819,606496699.6,2.64,60.45173822,5518998760,5296929697,-511196092.7,-10.36,-3,16440924,1
2001,Angola,2119.325932,3.326197752,3.322337651,741.9041209,8970493489,45.822,4094683119,2.19,33.13,13.628,8936063723,655713510.7,2.43,44.09783712,3940610825,5029882664,-935199544.6,-5.37840581,-3,16983266,1
2002,Angola,1906.08658,3.280142624,3.326197752,896.1430065,10919600380,35.079,4383944238,2.49,33.38,11.821,12497346670,1057215690,2.82,37.09530272,4635928580,6283671800,-1899727562,-3.307669966,-2,17572649,1
2003,Angola,1936.599661,3.287039851,3.280142624,902.3047217,12385325182,37.304,5293045606,2.34,37.61,12.843,14188949191,1104800217,2.93,35.14547586,4986773713,7398551469,-2105505863,-3.51,-2,18203369,1
2004,Angola,2071.905265,3.316369894,3.287039851,1054.415032,18711048365,37.157,7297950162,2.56,48.62,9.167,19640848729,2142560132,5.3,44.31214412,8703281195,10007767170,-2709817008,-3.693152394,-2,18865716,1
2005,Angola,2364.194266,3.37368316,3.316369894,1249.228622,30550687054,44.125,12458125787,2.45,67,8.779,28233712831,3216051126,7.63,59.20695001,16716320242,13834366812,-1376241025,-10.05228485,-2,19552542,1
2006,Angola,2754.413637,3.44002916,3.37368316,1419.916688,40194251626,50.172,20966617234,1.92,77.55,15.361,41789478661,2720492068,5.05,53.5855615,22393126791,17801124836,3165492398,5.62,-2,20262399,1
2007,Angola,3258.475279,3.51301443,3.44002916,1747.505204,53446714698,45.823,27699509195,1.93,83.79,13.505,60448921272,4476040079,6.2,50.83206546,30727435234,22719279464,4980229731,4.561893867,-2,20997687,1
2008,Angola,3578.872806,3.553746264,3.51301443,1960.206031,77568375276,50.94,42880289866,1.81,108.42,16.219,84178032716,5190087719,6.68,57.59196922,48479786689,29088588587,13791701278,2.109137082,-2,21759420,1
2009,Angola,3536.798296,3.548610293,3.553746264,1886.295283,47501475902,34.561,26090923111,1.82,68.99,15.229,75492384801,4957146549,4.53,27.64902022,20872904739,26628571163,-537648051.4,-49.53,-2,22549547,1
2010,Angola,3529.053482,3.54765824,3.548610293,1918.114168,61258437301,43.479,35857528316,1.71,87.5,14.433,82470913121,5714052042,6.06,38.61862673,31849134097,29409303204,6448225112,4.560836927,-2,23369131,1
2011,Angola,3538.715685,3.548845671,3.54765824,1765.027438,76476032004,48.835,50845011037,1.5,118.71,12.906,1.04E+11,8067249580,9.2,44.11706521,45932889678,30543142326,20301868712,1.5044498,-2,24218565,1
2012,Angola,3591.027438,3.555218723,3.548845671,1796.27018,76535558791,45.896,52963236550,1.45,116.73,14.932,1.15E+11,7728259538,7.82,41.15344771,47490408447,29045150344,23918086207,1.21,-2,25096150,1
2013,Angola,3702.59918,3.568506701,3.555218723,1813.878534,74116172907,40.216,50234635380,1.48,111.95,14.698,1.25E+11,8498575541,7.62,34.50816694,43104863335,31011309572,19223325808,1.613212505,-2,25998340,1
2014,Angola,3747.56836,3.573749564,3.568506701,1755.837438,64288760002,35.327,44786466355,1.44,100.31,15.34,1.27E+11,8264463769,6.54,27.15919145,34431573989,29857186013,14929280341,1.999907921,-2,26920466,1
2015,Angola,3730.169063,3.571728516,3.573749564,1828.084014,35396062802,27.324,28133403891,1.26,53.05,9.552,1.03E+11,10779129528,5.55,10.73397659,11051943300,24344119503,3789284389,6.42,-2,27859305,1
2016,Angola,3582.647562,3.554204087,3.571728516,1796.835754,28682838894,18.659,17788578500,1.61,43.73,8.402,95335111741,11346716465,5.21,18.94658402,18062747048,10620091846,7168486654,1.481497052,-2,28813463,1
1999,Argentina,8339.894389,3.921160551,3.554204087,870,8220741381,22.426,63582867980,0.13,25.89,16.029,2.84E+11,17688127768,1.62,0.920242767,2609099899,5611641482,57971226498,0.096800462,8,36648068,0
2000,Argentina,8182.686502,3.912895913,3.921160551,831.745362,12057284851,22.678,64451726425,0.19,39.72,15.797,2.84E+11,17990995126,2.51,1.794008689,5098639970,6958644881,57493081544,0.12,8,37057452,0
2001,Argentina,7735.493364,3.888488018,3.912895913,876.0728794,10592751596,21.793,58557082728,0.18,33.13,14.046,2.69E+11,19129770041,2.36,1.344817802,3613481728,6979269868,51577812859,0.135315351,8,37471509,0
2002,Argentina,6816.734855,3.833576402,3.888488018,865.5893954,10547301293,20.478,20011921591,0.53,33.38,10.306,97724004252,9482243766,3.24,3.881392532,3793052203,6754249090,13257672501,0.509459642,8,37889370,0
2003,Argentina,7337.792038,3.865565399,3.833576402,865.7590335,11883687296,23.882,30470321009,0.39,37.61,13.284,1.28E+11,9604559883,2.83,3.441835551,4391333812,7492353485,22977967524,0.33,8,38309379,0
2004,Argentina,7913.743124,3.898381949,3.865565399,825.0821664,14641438003,26.545,43708447639,0.33,48.62,17.551,1.65E+11,9381683691,2.77,3.471705101,5716437770,8925000233,34783447406,0.25658757,8,38728696,0
2005,Argentina,8522.522732,3.930568168,3.898381949,797.0857593,19493243397,27.602,54855412965,0.36,67,18.89,1.99E+11,10520756750,3.55,4.223674324,8394007654,11099235744,43756177222,0.253661002,8,39145488,0
2006,Argentina,9112.113163,3.959619105,3.930568168,802.2845084,22710646110,27.922,64934638365,0.35,77.55,18.68,2.33E+11,12449532164,4.15,4.227097637,9830422476,12880223634,52054414731,0.25,8,39558890,0
2007,Argentina,9830.68092,3.9925836,3.959619105,781.2250305,23893440331,29.396,84522468258,0.28,83.79,20.099,2.88E+11,14305712146,4.17,3.386103031,9736079260,14157361071,70365107188,0.2011986,8,39970224,0
2008,Argentina,10125.12627,4.005400448,3.9925836,801.0425737,31698489845,30.954,1.12E+11,0.28,108.42,19.573,3.62E+11,18472285143,5.54,3.646407166,13183878175,18514611671,93402063136,0.198224868,8,40382389,0
2009,Argentina,9428.502541,3.974442722,4.005400448,801.6576602,20187678128,31.807,1.06E+11,0.19,68.99,16.053,3.33E+11,20742321347,4.3,1.84305114,6136926894,14050751234,91859079216,0.15,8,40799407,0
2010,Argentina,10276.2605,4.011835105,3.974442722,788.8336639,25192826552,31.914,1.35E+11,0.19,87.5,17.706,4.24E+11,23925642273,4.94,2.129501789,9021153533,16171673019,1.19E+11,0.135868117,8,41223889,0
2011,Argentina,10780.01566,4.032619392,4.011835105,763.4674278,33079916032,32.156,1.70E+11,0.19,118.71,18.398,5.30E+11,28816354037,6.45,2.5823575,13690711266,19389204766,1.51E+11,0.128328757,8,41656879,0
2012,Argentina,10557.88539,4.023576943,4.032619392,722.7220049,30793770955,33.778,1.84E+11,0.17,116.73,16.502,5.46E+11,33085830548,7.07,2.273048511,12410444260,18383326695,1.66E+11,0.11,8,42096739,0
2013,Argentina,10699.19772,4.029351213,4.023576943,707.4339616,28906179127,34.349,1.90E+11,0.15,111.95,17.306,5.52E+11,31897904787,6.47,2.020881601,11155774495,17750404632,1.72E+11,0.103281264,8,42539925,0
2014,Argentina,10323.20694,4.013814633,4.029351213,717.7233782,26278939616,34.131,1.80E+11,0.15,100.31,17.263,5.26E+11,30488308737,5.81,2.008138814,10569229656,15709709960,1.64E+11,0.09583272,8,42981515,0
2015,Argentina,10490.01957,4.020776298,4.013814633,710.4242466,13755506342,35.732,2.09E+11,0.07,53.05,16.89,5.85E+11,34618797239,3.14,0.605898356,3542757275,10212749068,1.99E+11,0.05,9,43417765,0
2016,Argentina,10153.99791,4.00663707,4.020776298,710.5111475,11341869579,35.671,1.95E+11,0.06,43.73,16.377,5.45E+11,33307449681,2.67,1.307018585,7129474049,4212395530,1.90E+11,0.022128065,9,43847430,0
1999,Australia,43087.44672,4.634350759,4.00663707,647,6113585832,36.898,1.44E+11,0.04,25.89,26.299,3.89E+11,14797007855,0.98,0.305906918,1190426096,4923159736,1.39E+11,0.035504208,10,18926000,0
2000,Australia,44223.59124,4.645654007,4.634350759,828.0582541,12003835187,36.559,1.52E+11,0.08,39.72,24.963,4.15E+11,16642479265,1.59,0.863126745,3585827348,8418007839,1.43E+11,0.06,10,19153000,0
2001,Australia,44473.40861,4.648100417,4.645654007,768.2571288,9289132352,35.701,1.35E+11,0.07,33.13,23.473,3.79E+11,16141944382,1.41,0.716381496,2714368490,6574763862,1.29E+11,0.051087445,10,19413000,0
2002,Australia,45626.62203,4.659218317,4.648100417,744.2448795,9068705118,35.19,1.39E+11,0.07,33.38,25.223,3.95E+11,15645872057,1.32,0.810694211,3199289834,5869415284,1.33E+11,0.044129969,10,19651400,0
2003,Australia,46449.84519,4.666984271,4.659218317,629.8129808,8645015795,36.01,1.68E+11,0.05,37.61,26.728,4.67E+11,17466822523,1.41,0.775742876,3621580691,5023435103,1.63E+11,0.03,10,19895400,0
2004,Australia,47817.89923,4.679590492,4.666984271,557.3441888,9890312407,36.232,2.22E+11,0.04,48.62,27.165,6.13E+11,22577941345,1.79,0.711107155,4361431926,5528880481,2.17E+11,0.025514837,10,20127400,0
2005,Australia,48702.73469,4.687553348,4.679590492,580.7936178,14203680373,36.365,2.52E+11,0.06,67,27.853,6.94E+11,24908056426,2.41,0.865826641,6006794363,8196886010,2.44E+11,0.03358135,10,20394800,0
2006,Australia,49418.68632,4.693891197,4.687553348,561.7725616,15902360954,36.378,2.72E+11,0.06,77.55,27.305,7.48E+11,27378598298,2.84,0.840403021,6282622941,9619738014,2.62E+11,0.04,10,20697900,0
2007,Australia,50952.46704,4.707165217,4.693891197,567.3561688,17352350778,35.815,3.06E+11,0.06,83.79,28.664,8.54E+11,29785257562,2.92,0.850666771,7262691944,10089658833,2.96E+11,0.034122867,10,20827600,0
2008,Australia,51788.44015,4.71423283,4.707165217,570.912612,22591892402,33.96,3.58E+11,0.06,108.42,28.864,1.06E+12,36562320726,3.76,0.900702526,9505427426,13086464976,3.45E+11,0.037898252,10,21249200,0
2009,Australia,51651.22326,4.713080611,4.71423283,580.746589,14624603237,33.358,3.09E+11,0.05,68.99,27.621,9.27E+11,33567514246,2.5,0.500917449,4644347849,9980255389,2.99E+11,0.03,10,21691700,0
2010,Australia,51874.08048,4.714950412,4.713080611,593.7508493,18962504830,31.987,3.66E+11,0.05,87.5,27.09,1.14E+12,42188142217,3.23,0.691316553,7900896310,11061608519,3.55E+11,0.031202495,10,22031750,0
2011,Australia,52372.15454,4.719100441,4.714950412,521.6616712,22602829737,32.069,4.46E+11,0.05,118.71,27.486,1.39E+12,50591465998,4.32,0.829303241,11531934548,11070895189,4.35E+11,0.025458127,10,22340024,0
2012,Australia,53315.02992,4.726849657,4.719100441,511.5013825,21794073391,33.303,5.12E+11,0.04,116.73,29.02,1.54E+12,53004633807,4.02,0.65226489,10033102491,11760970900,5.01E+11,0.02,10,22728254,0
2013,Australia,53732.00397,4.730233038,4.726849657,438.0990822,17900993213,33.939,5.32E+11,0.03,111.95,27.578,1.57E+12,56827131012,4.06,0.497611614,7798462820,10102530393,5.22E+11,0.019361584,10,23117353,0
2014,Australia,54293.7942,4.734750192,4.730233038,462.6004541,16937792148,34.145,4.98E+11,0.03,100.31,26.915,1.46E+12,54229905514,3.73,0.441261861,6440648883,10497143265,4.88E+11,0.021515717,10,23460694,0
2015,Australia,54800.3664,4.738783462,4.734750192,407.0920274,7882271743,34.704,4.67E+11,0.02,53.05,26.357,1.35E+12,51044623567,2.01,0.152220963,2047955179,5834316564,4.61E+11,0.01,10,23789338,0
2016,Australia,55478.57729,4.744125315,4.738783462,385.647541,6156080913,34.906,4.20E+11,0.01,43.73,24.999,1.20E+12,48186585057,1.75,0.296741412,3574595832,2581485081,4.18E+11,0.006177251,10,24127159,0
1999,Azerbaijan,1482.329773,3.170944832,4.744125315,284,2683552359,18.472,846243409.6,3.17,25.89,26.496,4581222442,172902417.1,0.98,14.66799327,671973399.7,2011578959,-1165335550,-1.726180034,-7,7982750,0
2000,Azerbaijan,1633.394435,3.213091072,3.170944832,288.5872103,4183465707,18.384,969317945.3,4.32,39.72,20.674,5272617196,255036141.8,1.92,32.34688155,1705527239,2477938468,-1508620523,-1.64,-7,8048600,0
2001,Azerbaijan,1781.246395,3.250723998,3.213091072,308.8623379,3734508966,38.549,2200269133,1.7,33.13,20.675,5707720391,276068700.9,1.6,22.8891899,1306450959,2428058006,-227788872.8,-10.65924765,-7,8111200,0
2002,Azerbaijan,1955.41315,3.291238532,3.250723998,315.4184464,3843408209,42.532,2652208374,1.45,33.38,34.576,6235795104,180350390.6,0.97,22.47113562,1401253975,2442154234,210054140,11.6263085,-7,8171950,0
2003,Azerbaijan,2158.007171,3.334052883,3.291238532,325.1747628,4463453511,23.267,1692909952,2.64,37.61,53.17,7276013032,136844330.1,0.71,24.38646696,1774362514,2689090997,-996181045.2,-2.7,-7,8234100,0
2004,Azerbaijan,2357.396026,3.372432547,3.334052883,317.6340321,5636552550,25.997,2256662350,2.5,48.62,57.991,8680472169,149686540.5,0.84,26.80889218,2327138424,3309414126,-1052751776,-3.143584463,-7,8306500,0
2005,Azerbaijan,2949.442818,3.469739981,3.372432547,440.0060291,10760629608,25.239,3343086286,3.22,67,41.525,13245716099,318981724.2,1.61,36.78507493,4872446592,5888183016,-2545096730,-2.313539972,-7,8391850,0
2006,Azerbaijan,3923.658154,3.593691163,3.469739981,646.5804606,18303058165,25.962,5447611633,3.36,77.55,29.859,20983019924,702736860.7,2.6,41.71406404,8752870369,9550187797,-4102576164,-2.33,-7,8484550,0
2007,Azerbaijan,4851.176909,3.685847112,3.593691163,849.0687016,25968410594,28.405,9387950151,2.77,83.79,21.525,33050343783,1535439897,3.89,36.61105643,12100080012,13868330582,-4480380430,-3.095346656,-7,8581300,0
2008,Azerbaijan,5262.101356,3.721159209,3.685847112,878.192733,34751440614,51.36,25090635248,1.39,108.42,19.825,48852482960,2464185774,5.47,34.67288136,16938563458,17812877156,7277758093,2.447577527,-7,8763400,0
2009,Azerbaijan,5639.001689,3.751202225,3.721159209,1015.945289,25583958725,40.359,17875602619,1.43,68.99,18.027,44291490421,2456952927,3.83,23.27327733,10308081398,15275877326,2599725292,5.88,-7,8947243,0
2010,Azerbaijan,5842.805784,3.76662145,3.751202225,1044.84437,33368990437,45.789,24223618849,1.38,87.5,18.119,52902703376,2919736375,4.83,28.99759559,15340511983,18028478454,6195140395,2.910100063,-7,9054332,0
2011,Azerbaijan,5770.969703,3.761248794,3.76662145,993.2605205,43036511342,45.4,29942038749,1.44,118.71,21.704,65951627200,3038685367,5.47,32.66860616,21545477348,21491033994,8451004755,2.543015253,-7,9173082,0
2012,Azerbaijan,5820.079847,3.764928943,3.761248794,931.7560027,39700300722,40.922,28516216497,1.39,116.73,26.114,69684317719,2668465870,4.47,28.42859254,19810270748,19890029974,8626186523,2.31,-7,9295784,0
2013,Azerbaijan,6078.320649,3.783783607,3.764928943,880.4749699,35976739283,39.746,29477396711,1.22,111.95,27.148,74164435946,2731856341,4.12,23.56490716,17476780478,18499958806,10977437906,1.685271096,-7,9416801,0
2014,Azerbaijan,6122.980489,3.786962876,3.783783607,856.5708986,31362744485,39.141,29451319317,1.06,100.31,23.803,75244166773,3161121152,4.21,19.43070196,14620469791,16742274694,12709044623,1.317351161,-7,9535079,0
2015,Azerbaijan,6117.030862,3.786540672,3.786962876,858.2212,16617207558,33.883,17983188952,0.92,53.05,22.587,53074370486,2349775113,2.35,11.03979677,5859302639,10757904918,7225284034,1.49,-7,9649341,0
2016,Azerbaijan,5861.511962,3.768009656,3.786540672,843.5902514,13466207593,34.482,13050649340,1.03,43.73,21.584,37847715736,1753507957,2.03,15.23524937,5766193872,7700013720,5350635620,1.439083927,-7,9762274,0
1999,Brazil,8554.834439,3.932211609,3.768009656,1428,13493354819,34.414,2.06E+11,0.07,25.89,17.39,5.99E+11,34467445641,1.49,0.598881211,3589627380,9903727438,1.96E+11,0.050434024,8,172759243,0
2000,Brazil,8778.188141,3.943404885,3.932211609,1534.106897,22238974444,31.162,2.04E+11,0.11,39.72,18.903,6.55E+11,34672864271,2.1,1.249014853,8186307552,14052666891,1.90E+11,0.07,8,175287587,0
2001,Brazil,8776.863719,3.943339355,3.943404885,1573.485514,19025290682,33.061,1.85E+11,0.1,33.13,18.742,5.59E+11,29845934390,1.77,1.067881952,5973437995,13051852687,1.72E+11,0.075934831,8,177750670,0
2002,Brazil,8924.333528,3.950575793,3.943339355,1757.892245,21420108942,34.497,1.75E+11,0.12,33.38,17.449,5.08E+11,29111280980,1.91,1.437641929,7302685360,14117423582,1.61E+11,0.087623554,8,180151021,0
2003,Brazil,8910.855624,3.949919407,3.950575793,1846.898841,25351128253,35.818,2.00E+11,0.13,37.61,16.857,5.58E+11,33120965593,2.23,1.630825388,9105226216,16245902037,1.84E+11,0.09,8,182482149,0
2004,Brazil,9309.008195,3.968903413,3.949919407,1839.483428,32642424798,35.363,2.37E+11,0.14,48.62,17.913,6.69E+11,37364832207,2.71,1.829698676,12246470366,20395954432,2.16E+11,0.094297214,8,184738458,0
2005,Brazil,9495.104939,3.977499769,3.968903413,2037.522428,49828917595,36.251,3.23E+11,0.15,67,17.205,8.92E+11,51823886685,3.89,2.328277937,20759623879,29069293716,2.94E+11,0.098822885,8,186917361,0
2006,Brazil,9761.876402,3.989533305,3.977499769,2169.463638,61412030788,35.637,3.95E+11,0.16,77.55,17.816,1.11E+12,62171100442,4.35,2.321875782,25718032470,35693998318,3.59E+11,0.1,8,189012412,0
2007,Brazil,10245.23081,4.010521747,3.989533305,2283.504544,69840030001,34.895,4.88E+11,0.14,83.79,19.819,1.40E+12,70492173263,4.23,1.901374965,26563812684,43276217316,4.44E+11,0.097417095,8,191026637,0
2008,Brazil,10658.22531,4.027684897,4.010521747,2431.469218,96216986271,35.883,6.09E+11,0.16,108.42,21.619,1.70E+12,78441394949,5.01,2.244021242,38054662393,58162323878,5.50E+11,0.105682353,8,192979029,0
2009,Brazil,10540.10877,4.022845093,4.027684897,2561.713007,64510127214,33.921,5.65E+11,0.11,68.99,18.796,1.67E+12,88690125872,3.67,1.153692281,19232276516,45277850698,5.20E+11,0.09,8,194895996,0
2010,Brazil,11224.15408,4.05015362,4.022845093,2722.987806,86963529371,36.078,7.97E+11,0.11,87.5,21.801,2.21E+12,1.01E+11,4.01,1.379761089,30477151474,56486377897,7.40E+11,0.076288579,8,196796269,0
2011,Brazil,11559.21227,4.062928239,4.05015362,2699.049667,1.17E+11,35.109,9.19E+11,0.13,118.71,21.826,2.62E+12,1.20E+11,5.44,1.895722537,49595922936,67349912732,8.51E+11,0.079126063,8,198686688,0
2012,Brazil,11671.18294,4.067114877,4.062928239,2668.661349,1.14E+11,34.708,8.56E+11,0.13,116.73,21.417,2.47E+12,1.15E+11,5.45,1.888128195,46545922427,67160517643,7.88E+11,0.09,8,200560983,0
2013,Brazil,11912.14676,4.075990035,4.067114877,2710.633147,1.11E+11,34.492,8.53E+11,0.13,111.95,21.976,2.47E+12,1.13E+11,5.09,1.738991107,43001892422,67756215822,7.85E+11,0.086295584,8,202408632,0
2014,Brazil,11866.38892,4.074318578,4.075990035,2966.442049,1.09E+11,32.488,7.98E+11,0.14,100.31,21.03,2.46E+12,1.17E+11,4.77,1.739253428,42715945928,65898255376,7.32E+11,0.090024347,8,204213133,0
2015,Brazil,11322.14668,4.053928777,4.074318578,3183.154364,61633453886,27.986,5.05E+11,0.12,53.05,19.133,1.80E+12,94269202405,2.77,0.857935348,15474173627,46159280259,4.59E+11,0.1,8,205962108,0
2016,Brazil,10826.27143,4.034478911,4.053928777,3239.625836,51714056626,30.235,5.43E+11,0.1,43.73,17.523,1.80E+12,1.03E+11,2.5,1.298594388,23325178206,28388878420,5.15E+11,0.055157437,8,207652865,0
1999,Brunei ,35672.33991,4.552331598,4.034478911,204,1927622117,29.358,1350468000,1.43,25.89,54.966,4600000000,83688098.1,0.47,14.06459223,646971242.8,1280650874,69817125.86,18.34293318,,326289,0
2000,Brunei ,35923.40183,4.555377456,4.552331598,215.3677556,3122049723,44.352,2661631514,1.17,39.72,33.399,6001153306,179680628.4,1.19,23.59207549,1415796618,1706253105,955378409.4,1.79,,333241,0
2001,Brunei ,36162.97793,4.558264186,4.555377456,217.5836607,2630842391,38.061,2131831087,1.23,33.13,37.437,5601090584,149613766.7,0.88,18.21859565,1020440045,1610402346,521428741.3,3.088441849,,340117,0
2002,Brunei ,36832.26623,4.566228441,4.558264186,189.4065961,2307940054,36.812,2151046311,1.07,33.38,54.543,5843329108,107132521.3,0.61,18.73671717,1094848048,1213092006,937954305.5,1.293338064,,346867,0
2003,Brunei ,37202.35794,4.570570467,4.566228441,196.3677523,2695407005,38.948,2553950090,1.06,37.61,38.581,6557333085,169962755.9,0.97,19.8829614,1303792006,1391614999,1162335091,1.2,,353389,0
2004,Brunei ,36752.04732,4.565281537,4.570570467,204.4311477,3627718665,41.719,3284258694,1.1,48.62,34.576,7872333215,227682011.1,1.41,21.77243284,1713998462,1913720203,1370538491,1.396327221,,359523,0
2005,Brunei ,36325.12073,4.560207066,4.565281537,209.9590228,5134682545,45.221,4310195682,1.19,67,30.007,9531402848,317639312.4,2.23,29.37020874,2799392912,2335289633,1974906049,1.182481381,,365158,0
2006,Brunei ,37401.05316,4.572883832,4.560207066,221.2444443,6262870871,47.67,5468084121,1.15,77.55,25.427,11470703002,451122940.3,3.05,28.87543833,3312215771,2950655100,2517429021,1.17,,370250,0
2007,Brunei ,36997.80726,4.568175986,4.572883832,169.9666901,5198360024,32.432,3972172198,1.31,83.79,34.929,12247694247,350645430.7,2.4,24.16979507,2960242601,2238117423,1734054775,1.290684386,,374864,0
2008,Brunei ,35860.38878,4.554614994,4.568175986,157.7644728,6242983461,63.09,9080606202,0.69,108.42,36.71,14393099069,392075703.3,2.95,28.37269021,4083709411,2159274050,6921332152,0.311973765,,379252,0
2009,Brunei ,34812.71469,4.541737891,4.554614994,148.8576149,3748594650,38.445,4126058219,0.91,68.99,50.503,10732366286,212509480.4,1.37,15.62952686,1677418072,2071176579,2054881640,1.01,,383772,0
2010,Brunei ,35268.10117,4.547382078,4.541737891,153.3279315,4896804181,43.79,6002457646,0.82,87.5,41.711,13707370737,328627238.3,2.1,19.83647061,2719058567,2177745614,3824712032,0.569388125,,388662,0
2011,Brunei ,36092.09698,4.557412116,4.547382078,169.4270411,7341023453,55.341,10252097329,0.72,118.71,34.319,18525319978,539797779,3.46,21.34114293,3953515015,3387508438,6864588891,0.493475792,,394013,0
2012,Brunei ,35899.03737,4.555082803,4.557412116,158.7350383,6763389490,46.717,8898885651,0.76,116.73,35.398,19048495519,538123496.2,3.3,19.3456645,3685058036,3078331453,5820554198,0.53,,399748,0
2013,Brunei ,34618.97291,4.539314179,4.555082803,135.4708493,5535420759,46.567,8425753780,0.66,111.95,39.593,18093829923,456995679.1,2.83,15.17065028,2744951661,2790469098,5635284682,0.495178018,,405716,0
2014,Brunei ,33313.83278,4.522624601,4.539314179,126.854411,4644685554,37.664,6439919735,0.72,100.31,27.442,17098342541,623072026.1,3.66,13.16240442,2250552994,2394132561,4045787174,0.591759393,,411704,0
2015,Brunei ,32661.85702,4.514040873,4.522624601,126.9968767,2458962164,24.154,3123207593,0.79,53.05,35.247,12930394938,366850935.9,1.51,5.793704354,749148854.5,1709813310,1413394284,1.21,,417542,0
2016,Brunei ,31430.96259,4.497357682,4.514040873,121.027388,1931956810,17.605,2007085090,0.96,43.73,34.62,11400653732,329308311.1,1.26,9.478054385,1080560161,851396649.2,1155688440,0.736700844,,423196,0
